@relation /mhome/zuberif/Datasets/-10011/svmguide1.libsvm

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class numeric

@data
{0 4.4403,1 9.659698,2 0.200223,3 78.49302}
{0 6.27298,1 26.14301,2 0.340353,3 115.2703}
{0 3.984703,1 27.27821,2 0.354093,3 161.0867}
{0 3.984703,1 27.27821,2 0.354093,3 161.0867}
{0 2.238197,1 45.9044,2 0.494712,3 100.7462}
{0 5.780998,1 12.2288,2 -0.383761,3 85.17555}
{0 9.593498,1 21.7289,2 -0.23911,3 48.96956}
{0 13.7112,1 24.8202,2 0.409421,3 136.1584}
{0 1.382004,1 5.900002,2 0.351616,3 100.2325}
{0 0.434799,1 16.6207,2 0.160023,3 46.8574}
{0 1.243004,1 35.99701,2 0.209847,3 62.61478}
{0 4.588501,1 13.413,2 0.319432,3 118.5745}
{0 5.202103,1 40.6115,2 -0.219667,3 165.1023}
{0 0.397194,1 18.8118,2 0.164221,3 39.21904}
{0 0.569,1 34.76601,2 -0.287302,3 43.78393}
{0 3.8209,1 32.9211,2 -0.304702,3 77.90799}
{0 0.186005,1 56.242,2 0.64778,3 19.51476}
{0 13.7102,1 18.8469,2 0.331508,3 148.043}
{0 0.102005,1 32.505,2 0.509163,3 19.32525}
{0 0.2239,1 24.6018,2 -0.241666,3 33.7258}
{0 16.2738,1 20.5683,2 0.578619,3 29.48775}
{0 18.137,1 20.356,2 0.270616,3 68.40467}
{0 56.711,1 13.7936,2 -0.288006,3 122.2495}
{0 18.19,1 10.33699,2 0.340067,3 80.52827}
{0 20.8777,1 16.99081,2 0.253897,3 140.4459}
{0 19.3715,1 14.8425,2 -0.467845,3 161.1801}
{0 17.27698,1 103.343,2 -0.301757,3 52.27649}
{0 23.985,1 33.06599,2 0.205346,3 30.21561}
{0 10.1942,1 18.4884,2 0.478918,3 130.6569}
{0 17.884,1 22.4913,2 0.374548,3 97.57107}
{0 16.7469,1 20.9312,2 -0.22117,3 42.97368}
{0 21.85101,1 31.95801,2 0.63143,3 162.8885}
{0 16.93201,1 69.18701,2 0.502787,3 48.4889}
{0 17.38999,1 50.23901,2 0.149148,3 54.20462}
{0 14.4407,1 46.1956,2 -0.188527,3 68.77272}
{0 17.759,1 40.495,2 0.178059,3 64.26002}
{0 19.39799,1 23.67,2 0.30564,3 74.96361}
{0 20.0801,1 2.188103,2 -0.36293,3 93.42367}
{0 20.5001,1 25.9575,2 0.287247,3 75.05699}
{0 19.7872,1 30.4872,2 0.432757,3 86.9691}
{0 20.2087,1 25.4699,2 0.309772,3 155.8901}
{0 15.8835,1 17.8535,2 -0.307756,3 50.51041}
{0 20.7386,1 39.2006,2 0.149657,3 100.2078}
{0 18.5735,1 21.4385,2 0.254166,3 108.8048}
{0 17.2,1 29.3,2 0.515251,3 114.8583}
{0 16.7087,1 16.4388,2 0.366166,3 41.51247}
{0 17.9766,1 25.5698,2 0.24243,3 64.49622}
{0 17.62401,1 18.203,2 0.241255,3 129.1792}
{0 16.0863,1 42.7413,2 -0.521609,3 23.69238}
{0 16.839,1 40.399,2 0.199059,3 47.98077}
{0 16.6608,1 35.91579,2 0.138876,3 39.57885}
{0 17.0393,1 14.1303,2 0.359251,3 119.3381}
{0 20.29201,1 22.649,2 0.222553,3 133.6233}
{0 23.69699,1 42.48599,2 0.590708,3 164.3827}
{0 21.35889,1 27.05389,2 -0.391269,3 122.0682}
{0 18.1809,1 4.894402,2 -0.334324,3 76.52644}
{0 19.7724,1 8.180901,2 -0.134438,3 90.6276}
{0 17.6137,1 22.0237,2 -0.137667,3 61.02724}
{0 20.1884,1 32.7854,2 -0.470495,3 169.1371}
{0 18.73201,1 66.563,2 0.521264,3 151.6796}
{0 17.084,1 12.1095,2 0.087515,3 47.53582}
{0 88.11691,1 24.0691,2 0.242764,3 61.29091}
{0 16.67059,1 26.2697,2 0.125412,3 111.6722}
{0 15.7323,1 26.3684,2 0.465594,3 167.0991}
{0 18.2486,1 26.4371,2 0.195989,3 66.86107}
{0 17.3356,1 13.5846,2 -0.174122,3 52.17487}
{0 18.28,1 40.62601,2 0.291105,3 59.6759}
{0 16.4968,1 32.2076,2 -0.204478,3 36.41474}
{0 15.0615,1 26.8415,2 0.122503,3 105.0364}
{0 16.253,1 33.45,2 -0.498835,3 27.72717}
{0 74.0706,1 45.45461,2 0.528347,3 142.7778}
{0 16.839,1 23.559,2 -0.244634,3 48.27466}
{0 16.3477,1 18.0016,2 0.325945,3 34.1323}
{0 18.2504,1 15.8016,2 -0.148,3 72.62348}
{0 17.09399,1 71.125,2 0.223058,3 49.72213}
{0 19.14199,1 26.195,2 0.257935,3 77.57015}
{0 20.54701,1 30.53,2 0.454276,3 152.6738}
{0 16.922,1 25.471,2 -0.169818,3 47.34081}
{0 15.9923,1 54.443,2 -0.117938,3 6.572671}
{0 16.52,1 12.383,2 0.186945,3 38.89769}
{0 17.4842,1 17.91769,2 0.432709,3 130.9096}
{0 27.0893,1 9.833496,2 0.199832,3 95.82971}
{0 9.341003,1 28.638,2 0.418206,3 153.3495}
{0 16.65611,1 15.9651,2 0.233116,3 62.51865}
{0 18.43799,1 38.741,2 -0.235318,3 55.14946}
{0 16.272,1 85.01501,2 0.147666,3 37.0547}
{0 19.74239,1 26.6354,2 -0.401555,3 100.3864}
{0 20.5079,1 24.2746,2 0.358855,3 117.4319}
{0 18.88599,1 3.817001,2 0.400813,3 85.53811}
{0 19.9311,1 21.7784,2 -0.267102,3 99.23827}
{0 16.2511,1 28.8541,2 0.279633,3 26.26871}
{0 15.9519,1 30.6872,2 0.633845,3 27.73266}
{0 17.1625,1 29.2339,2 -0.287288,3 50.91966}
{0 16.05579,1 20.8778,2 -0.227876,3 64.82582}
{0 20.343,1 14.539,2 -0.208118,3 99.41131}
{0 18.347,1 52.052,2 -0.073235,3 64.32044}
{0 17.64101,1 25.46501,2 0.238342,3 58.68711}
{0 18.535,1 30.08099,2 0.122794,3 68.02014}
{0 16.67101,1 37.813,2 0.166211,3 40.38911}
{0 16.9725,1 38.0545,2 -0.08694,3 48.71687}
{0 18.97791,1 25.6299,2 0.14522,3 124.5209}
{0 17.9573,1 28.8123,2 0.340957,3 70.65415}
{0 18.8197,1 10.2658,2 0.607116,3 158.7082}
{0 16.6138,1 38.1748,2 0.297048,3 39.70245}
{0 18.423,1 13.65601,2 0.306841,3 67.34997}
{0 17.92001,1 85.54102,2 0.170107,3 60.43671}
{0 16.02049,1 26.36929,2 -0.610552,3 21.40993}
{0 19.90099,1 22.952,2 0.489182,3 154.6761}
{0 21.38499,1 38.98199,2 0.351966,3 134.4308}
{0 13.3983,1 24.3846,2 0.250153,3 22.58824}
{0 20.739,1 13.349,2 0.28096,3 91.72625}
{0 19.1818,1 11.7048,2 -0.220769,3 81.37698}
{0 17.38461,1 28.2311,2 -0.293258,3 54.84733}
{0 16.837,1 42.2317,2 0.043419,3 44.32776}
{0 17.146,1 20.54001,2 0.242852,3 51.6585}
{0 16.0275,1 8.836494,2 -0.18141,3 10.84092}
{0 16.353,1 82.95299,2 0.215729,3 96.80202}
{0 17.2551,1 24.99741,2 -0.143833,3 51.55962}
{0 18.6401,1 50.8892,2 -0.252253,3 94.22018}
{0 26.39099,1 68.11798,2 0.319239,3 113.5592}
{0 19.12799,1 -5.779007,2 0.223114,3 129.4676}
{0 18.03999,1 29.68898,2 0.063117,3 64.0705}
{0 19.0742,1 36.4902,2 0.433508,3 158.667}
{0 17.0836,1 18.792,2 0.254218,3 55.28405}
{0 16.7379,1 26.6082,2 -0.221032,3 44.22889}
{0 18.33902,1 54.52002,2 0.312212,3 64.74342}
{0 15.9145,1 27.8526,2 0.401883,3 31.13024}
{0 16.766,1 19.89101,2 0.18457,3 47.51659}
{0 14.22899,1 18.05699,2 0.215818,3 56.24811}
{0 20.1138,1 39.5327,2 0.497769,3 133.0547}
{0 19.2978,1 23.8738,2 0.163287,3 76.47425}
{0 26.39899,1 11.637,2 0.384175,3 97.33486}
{0 22.3969,1 16.5209,2 0.1441,3 125.4328}
{0 18.0364,1 29.7208,2 -0.10972,3 77.9437}
{0 97.52399,1 53.31701,2 -0.156489,3 50.98283}
{0 20.957,1 14.71001,2 -0.26216,3 93.56924}
{0 18.4945,1 36.2111,2 -0.263865,3 135.252}
{0 13.22699,1 18.17299,2 0.385071,3 152.8331}
{0 16.669,1 36.669,2 0.262799,3 40.24353}
{0 17.802,1 14.134,2 0.199532,3 61.35683}
{0 19.0911,1 17.2016,2 0.364794,3 106.3355}
{0 16.763,1 48.34302,2 0.123887,3 43.1632}
{0 14.1993,1 42.9869,2 0.365136,3 101.7707}
{0 20.8325,1 19.0145,2 0.423087,3 147.6475}
{0 19.99399,1 25.27802,2 0.413704,3 139.4543}
{0 16.70499,1 45.80399,2 -0.17837,3 42.60838}
{0 20.951,1 11.75301,2 0.483976,3 130.4591}
{0 19.3223,1 14.4155,2 -0.226601,3 116.8002}
{0 17.029,1 34.8582,2 0.138587,3 48.02197}
{0 27.48602,1 64.354,2 0.156713,3 116.7068}
{0 19.32001,1 30.162,2 0.415968,3 108.7251}
{0 16.5233,1 41.6803,2 -0.152363,3 37.96109}
{0 14.317,1 13.976,2 0.388168,3 154.4015}
{0 14.3815,1 30.8005,2 0.43128,3 122.3896}
{0 18.008,1 77.27399,2 0.203721,3 64.92744}
{0 18.893,1 6.501904,2 0.166486,3 82.61295}
{0 15.7042,1 22.4752,2 0.353049,3 89.3312}
{0 16.90599,1 16.739,2 0.259649,3 43.51202}
{0 11.415,1 10.381,2 0.468414,3 135.1202}
{0 20.11,1 9.521988,2 0.301345,3 141.5912}
{0 21.46802,1 62.978,2 -0.143454,3 76.26551}
{0 17.832,1 49.478,2 -0.133332,3 59.46166}
{0 17.0274,1 32.6518,2 -0.149715,3 104.8112}
{0 23.88601,1 1.355003,2 0.583146,3 162.136}
{0 18.31403,1 53.84302,2 -0.279374,3 65.17189}
{0 16.37201,1 65.177,2 0.207581,3 31.88006}
{0 12.72401,1 21.676,2 0.509065,3 140.6326}
{0 18.92101,1 35.69701,2 0.318549,3 97.78531}
{0 16.564,1 31.89301,2 -0.171104,3 39.91669}
{0 17.6316,1 19.2676,2 0.209895,3 121.2442}
{0 17.3181,1 41.5019,2 -0.328871,3 56.88808}
{0 17.2646,1 29.9266,2 -0.367985,3 66.9984}
{0 25.50601,1 75.44299,2 0.309011,3 137.1746}
{0 23.9929,1 23.8162,2 -0.432623,3 161.875}
{0 16.6088,1 27.7716,2 0.17436,3 38.55161}
{0 16.298,1 44.601,2 0.612337,3 36.77455}
{0 19.462,1 16.969,2 0.10934,3 81.86313}
{0 17.38,1 63.258,2 -0.150054,3 54.19638}
{0 17.838,1 2.121994,2 -0.202458,3 80.7892}
{0 15.8949,1 22.1829,2 0.497395,3 172.7929}
{0 16.10799,1 48.352,2 -0.123631,3 42.01511}
{0 14.80109,1 15.9191,2 0.452046,3 22.37125}
{0 17.47499,1 41.07401,2 0.302178,3 136.7956}
{0 16.19701,1 25.312,2 0.265977,3 24.19501}
{0 18.548,1 16.909,2 -0.126062,3 66.55344}
{0 16.8042,1 33.0022,2 0.272495,3 123.9908}
{0 20.545,1 15.011,2 0.165214,3 83.52758}
{0 17.32001,1 52.81702,2 0.277965,3 119.577}
{0 20.4847,1 17.8017,2 0.591356,3 152.1492}
{0 17.8887,1 22.2487,2 0.372922,3 133.1481}
{0 17.0659,1 30.1549,2 -0.323782,3 49.60677}
{0 17.3632,1 25.4047,2 -0.309073,3 56.66011}
{0 22.5659,1 37.8348,2 0.269771,3 152.4156}
{0 16.2929,1 10.4349,2 -0.264752,3 34.73655}
{0 19.108,1 29.228,2 0.263006,3 75.54314}
{0 13.962,1 27.12099,2 0.255464,3 119.2886}
{0 14.08002,1 82.909,2 -0.202177,3 47.14855}
{0 11.728,1 24.23399,2 0.274044,3 136.8753}
{0 17.989,1 24.345,2 -0.274283,3 54.97368}
{0 17.754,1 65.79199,2 0.27594,3 59.25017}
{0 16.688,1 65.797,2 -0.094929,3 40.87251}
{0 15.41301,1 23.75301,2 0.364925,3 85.13435}
{0 20.46159,1 38.8871,2 0.189189,3 93.8082}
{0 16.33,1 6.650002,2 0.35034,3 30.45731}
{0 22.6751,1 28.7373,2 0.424974,3 152.1822}
{0 21.784,1 19.896,2 0.234244,3 128.4596}
{0 16.7632,1 21.7662,2 0.362475,3 125.2186}
{0 15.2781,1 16.6541,2 0.356307,3 48.14008}
{0 17.282,1 26.60899,2 0.205566,3 52.30671}
{0 16.91,1 46.13499,2 0.188933,3 46.76951}
{0 17.319,1 33.62,2 0.185502,3 59.3875}
{0 16.564,1 15.978,2 0.261995,3 40.35614}
{0 17.84399,1 30.304,2 -0.258799,3 63.12016}
{0 18.6284,1 24.4407,2 0.157324,3 122.071}
{0 17.143,1 18.113,2 -0.228843,3 48.57404}
{0 17.1897,1 30.4314,2 0.148698,3 55.20714}
{0 16.7442,1 32.2761,2 0.394508,3 42.59739}
{0 22.412,1 37.332,2 0.355502,3 138.2843}
{0 16.351,1 36.795,2 -0.187125,3 30.41886}
{0 20.9264,1 29.91541,2 -0.143313,3 88.50996}
{0 19.154,1 31.188,2 0.470145,3 90.29527}
{0 16.6158,1 37.9813,2 -0.190653,3 42.63585}
{0 17.7611,1 21.15141,2 0.216285,3 61.34584}
{0 12.8988,1 34.1565,2 0.355369,3 140.7343}
{0 17.8858,1 16.3486,2 -0.34354,3 91.34173}
{0 17.861,1 51.26,2 0.340988,3 68.98695}
{0 19.57098,1 52.34497,2 -0.21148,3 71.53307}
{0 19.70261,1 22.8116,2 0.2024,3 112.9577}
{0 17.7987,1 24.82,2 0.286546,3 102.9215}
{0 19.7608,1 18.2402,2 -0.52319,3 117.0227}
{0 17.0486,1 22.9666,2 0.178182,3 63.13665}
{0 22.1079,1 37.0903,2 0.295846,3 46.6157}
{0 17.76898,1 41.51199,2 0.20195,3 60.70039}
{0 20.3704,1 8.733498,2 0.220196,3 147.5349}
{0 17.37769,1 20.4287,2 -0.208478,3 98.3621}
{0 17.0869,1 18.026,2 0.59468,3 164.2097}
{0 16.905,1 45.2933,2 0.178319,3 48.26368}
{0 16.335,1 9.311996,2 0.273277,3 18.88853}
{0 18.2223,1 29.3688,2 -0.165482,3 73.84299}
{0 16.0527,1 2.9338,2 0.530334,3 149.2131}
{0 17.86,1 50.14801,2 -0.379636,3 125.6718}
{0 13.9293,1 9.838295,2 0.313403,3 114.6249}
{0 16.356,1 80.96501,2 0.261058,3 135.0817}
{0 15.8055,1 17.0472,2 0.151515,3 165.1051}
{0 17.1343,1 15.1214,2 0.176497,3 119.9863}
{0 16.035,1 20.975,2 0.224594,3 131.4562}
{0 15.449,1 43.158,2 0.161138,3 18.56718}
{0 17.84399,1 28.17799,2 0.157256,3 59.20897}
{0 14.501,1 13.002,2 0.500712,3 70.34104}
{0 16.214,1 44.728,2 -0.266748,3 20.61616}
{0 16.39799,1 32.41299,2 0.328593,3 140.4294}
{0 16.95219,1 2.150299,2 0.447381,3 57.68734}
{0 15.867,1 17.665,2 0.314987,3 25.626}
{0 17.2926,1 34.9976,2 0.206208,3 53.37239}
{0 19.11729,1 14.9861,2 0.132633,3 69.8082}
{0 15.4832,1 37.3362,2 -0.556903,3 139.4653}
{0 16.8036,1 33.66341,2 0.255036,3 46.99199}
{0 20.817,1 3.296997,2 0.415444,3 88.22705}
{0 18.7172,1 32.9332,2 0.410104,3 131.9258}
{0 16.7778,1 34.1008,2 0.160626,3 52.56763}
{0 18.48399,1 58.94299,2 0.372971,3 158.233}
{0 20.694,1 33.21899,2 -0.267168,3 95.3875}
{0 21.7585,1 39.566,2 0.243415,3 152.6821}
{0 15.1111,1 14.3339,2 0.329338,3 128.5914}
{0 18.2771,1 27.07809,2 0.31276,3 118.0911}
{0 19.4337,1 26.7689,2 -0.276703,3 117.3275}
{0 22.47729,1 31.7477,2 0.210325,3 91.73174}
{0 14.88301,1 53.47601,2 -0.29771,3 11.44793}
{0 21.313,1 14.1075,2 -0.242434,3 122.8016}
{0 18.0622,1 27.0918,2 0.409443,3 130.19}
{0 21.0476,1 3.521797,2 -0.189885,3 83.05241}
{0 23.03799,1 29.55299,2 0.505934,3 158.9142}
{0 17.00299,1 41.80099,2 -0.283525,3 47.4754}
{0 17.0194,1 22.125,2 0.198709,3 123.7656}
{0 19.75101,1 2.872009,2 0.266395,3 116.4843}
{0 17.5845,1 32.50249,2 0.361139,3 129.2534}
{0 19.71001,1 41.177,2 0.167159,3 79.74273}
{0 17.90199,1 49.073,2 0.183091,3 58.38773}
{0 18.3776,1 59.36561,2 -0.323487,3 65.62508}
{0 16.818,1 37.098,2 0.189309,3 56.07233}
{0 18.935,1 9.310997,2 0.25,3 75.8645}
{0 18.6568,1 15.5708,2 -0.20184,3 135.5734}
{0 17.383,1 15.811,2 0.271596,3 58.89311}
{0 16.937,1 23.284,2 -0.32614,3 79.55596}
{0 17.1768,1 32.8689,2 0.449667,3 52.35065}
{0 18.43401,1 66.12801,2 0.123162,3 73.98306}
{0 25.226,1 66.515,2 -0.243538,3 120.4257}
{0 17.90199,1 29.045,2 -0.180529,3 63.5816}
{0 19.5114,1 25.418,2 0.149434,3 121.3788}
{0 17.0193,1 30.0273,2 0.226305,3 48.34333}
{0 13.42499,1 33.584,2 0.477677,3 161.1252}
{0 19.4724,1 9.513405,2 0.50647,3 89.90524}
{0 20.7604,1 21.7834,2 -0.240554,3 94.01144}
{0 21.4601,1 45.26009,2 0.222139,3 100.3671}
{0 20.29819,1 35.59389,2 -0.20987,3 76.21606}
{0 17.4097,1 35.6098,2 -0.165881,3 87.12566}
{0 19.4401,1 15.5811,2 0.259005,3 80.81117}
{0 21.9221,1 13.54111,2 0.259497,3 134.1149}
{0 17.911,1 47.536,2 -0.123911,3 61.73587}
{0 27.4763,1 26.37331,2 -0.281998,3 56.03937}
{0 19.8004,1 39.1933,2 0.361728,3 93.07484}
{0 22.0996,1 47.6661,2 0.392256,3 139.1165}
{0 16.795,1 31.879,2 -0.202526,3 44.12177}
{0 20.2699,1 36.6978,2 -0.212354,3 103.3143}
{0 17.8531,1 19.8581,2 0.251727,3 131.4012}
{0 20.22101,1 30.36501,2 0.41867,3 138.0838}
{0 20.9501,1 33.3541,2 0.259586,3 120.9586}
{0 15.9514,1 20.3266,2 0.446313,3 89.31197}
{0 16.3065,1 28.4805,2 0.509876,3 94.04166}
{0 18.45451,1 20.5675,2 0.55708,3 116.704}
{0 34.192,1 23.823,2 0.320504,3 155.4507}
{0 20.6012,1 27.2155,2 0.726092,3 174.3419}
{0 16.97701,1 46.937,2 0.42479,3 131.1897}
{0 17.0219,1 37.4258,2 0.307773,3 50.74113}
{0 0.962997,1 34.27899,2 0.224567,3 52.52918}
{0 8.61499,1 13.97299,2 0.233497,3 134.7384}
{0 8.61499,1 13.97299,2 0.233497,3 134.7384}
{0 8.61499,1 13.97299,2 0.233497,3 134.7384}
{0 3.548401,1 13.9896,2 -0.227401,3 149.4795}
{0 1.875,1 40.06999,2 0.423705,3 134.9224}
{0 0.780991,1 44.83899,2 -0.153572,3 48.39552}
{0 5.462997,1 46.263,2 -0.30145,3 141.4209}
{0 13.6976,1 22.7883,2 0.586726,3 179.5139}
{0 1.787399,1 15.0092,2 0.167731,3 64.54566}
{0 3.557102,1 56.9808,2 -0.350895,3 131.5358}
{0 1.259403,1 34.3549,2 0.208103,3 148.4468}
{0 1.259403,1 34.3549,2 0.208103,3 148.4468}
{0 0.488007,1 45.19699,2 0.33418,3 84.93935}
{0 13.711,1 36.375,2 0.314081,3 151.5615}
{0 2.6129,1 18.3288,2 0.12224,3 73.89243}
{0 1.813202,1 33.3599,2 0.284103,3 139.1412}
{0 3.143105,1 22.3181,2 0.177227,3 101.3065}
{0 1.877998,1 41.64999,2 0.156973,3 67.50927}
{0 13.4209,1 17.2475,2 -0.134193,3 63.87549}
{0 5.831497,1 37.1557,2 -0.297714,3 133.5628}
{0 13.7239,1 22.4314,2 0.331444,3 148.5649}
{0 5.154099,1 24.8873,2 0.462435,3 142.3081}
{0 0.105705,1 19.1798,2 0.460373,3 28.3946}
{0 1.839203,1 29.0812,2 0.248114,3 141.4731}
{0 0.356003,1 22.70599,2 -0.258231,3 34.71733}
{0 0.2169,1 17.2128,2 -0.292818,3 36.37629}
{0 0.2169,1 17.2128,2 -0.292818,3 36.37629}
{0 0.2169,1 17.2128,2 -0.292818,3 36.37629}
{0 0.467011,1 60.336,2 -0.399731,3 41.94644}
{0 0.084202,1 45.8219,2 0.289893,3 19.87732}
{0 0.084202,1 45.8219,2 0.289893,3 19.87732}
{0 0.387497,1 11.1105,2 -0.354866,3 38.69719}
{0 3.878998,1 6.662003,2 0.187574,3 121.3046}
{0 3.878998,1 6.662003,2 0.187574,3 121.3046}
{0 6.101906,1 11.0822,2 0.250033,3 125.507}
{0 4.257996,1 22.836,2 0.586421,3 160.7352}
{0 2.098007,1 28.15601,2 0.327834,3 144.3021}
{0 0.096901,1 17.7504,2 0.530216,3 24.67567}
{0 0.649704,1 33.4913,2 -0.367498,3 50.05722}
{0 2.1362,1 14.9019,2 -0.244755,3 93.4374}
{0 0.382004,1 9.949005,2 0.444818,3 37.94186}
{0 15.3668,1 38.3873,2 0.25826,3 28.95766}
{0 1.115807,1 11.7226,2 0.320604,3 128.5722}
{0 13.7143,1 23.58421,2 0.401584,3 101.3697}
{0 7.556,1 86.202,2 0.223141,3 112.0238}
{0 0.981003,1 16.761,2 0.242731,3 59.92859}
{0 9.017998,1 24.773,2 0.238732,3 35.19249}
{0 1.697701,1 19.6817,2 -0.221698,3 70.19547}
{0 6.636997,1 24.6171,2 -0.10686,3 50.12314}
{0 4.345299,1 11.26369,2 0.222038,3 41.53994}
{0 4.234596,1 31.002,2 0.109844,3 19.55047}
{0 1.8969,1 17.444,2 0.158203,3 77.2433}
{0 0.042007,1 33.99501,2 -0.162394,3 20.32502}
{0 2.958298,1 19.8429,2 0.471229,3 157.0547}
{0 5.278694,1 29.064,2 0.275306,3 89.19936}
{0 0.292999,1 68.66599,2 0.398932,3 138.4958}
{0 15.745,1 31.689,2 0.43178,3 135.5761}
{0 4.380802,1 21.4031,2 -0.19677,3 113.9217}
{0 0.317993,1 17.255,2 0.07772,3 56.04211}
{0 0.0355,1 40.0049,2 0.520968,3 93.03914}
{0 2.804596,1 5.457001,2 -0.32363,3 101.1362}
{0 2.404007,1 44.59901,2 -0.154954,3 69.31655}
{0 0.454002,1 29.996,2 0.260957,3 40.72145}
{0 1.050995,1 45.095,2 0.206045,3 55.70977}
{0 0.10701,1 70.34201,2 -0.272587,3 47.04143}
{0 1.172005,1 36.81501,2 0.127485,3 56.336}
{0 0.290001,1 45.925,2 -0.223091,3 47.56878}
{0 3.286003,1 4.181,2 0.471453,3 136.5237}
{0 3.150009,1 42.03001,2 0.206804,3 76.33692}
{0 1.060101,1 36.9355,2 0.223901,3 49.8265}
{0 0.261101,1 25.7496,2 0.647299,3 31.71801}
{0 0.6278,1 24.2199,2 0.289571,3 38.66697}
{0 0.108101,1 26.33231,2 0.519453,3 14.90593}
{0 0.108101,1 26.33231,2 0.519453,3 14.90593}
{0 0.692398,1 30.1152,2 -0.161213,3 47.41222}
{0 1.472198,1 25.8443,2 0.390857,3 100.639}
{0 2.181099,1 18.2714,2 0.090472,3 70.00046}
{0 1.8209,1 51.9152,2 0.53019,3 144.0549}
{0 1.8209,1 51.9152,2 0.53019,3 144.0549}
{0 0.621002,1 7.452003,2 -0.179448,3 45.46761}
{0 2.194,1 32.701,2 -0.221247,3 57.18471}
{0 5.606003,1 24.561,2 0.269446,3 122.0572}
{0 1.451004,1 32.731,2 -0.221975,3 116.0558}
{0 1.342201,1 12.4109,2 -0.128555,3 69.57748}
{0 0.294006,1 68.17799,2 0.160765,3 34.49485}
{0 13.71001,1 10.86301,2 0.253112,3 110.851}
{0 0.914993,1 68.55199,2 0.216718,3 53.19112}
{0 2.548996,1 19.132,2 0.291522,3 95.46716}
{0 20.8933,1 26.2572,2 -0.151173,3 64.26002}
{0 0.371895,1 25.9276,2 0.367471,3 37.75509}
{0 0.412003,1 31.44699,2 0.319103,3 123.4305}
{0 6.847,1 12.286,2 0.15745,3 91.47906}
{0 0.378105,1 32.6182,2 0.393867,3 152.8661}
{0 0.143196,1 10.3103,2 0.307109,3 27.47723}
{0 4.688698,1 17.02689,2 0.346373,3 89.83932}
{0 4.688698,1 17.02689,2 0.346373,3 89.83932}
{0 0.187996,1 37.9884,2 0.456119,3 154.2834}
{0 0.419998,1 -0.440002,2 -0.322625,3 39.71344}
{0 15.7673,1 22.5473,2 -0.208723,3 78.79515}
{0 0.438904,1 26.1762,2 0.232141,3 42.74022}
{0 6.997696,1 26.2968,2 0.431215,3 139.9789}
{0 1.417999,1 66.14999,2 -0.093702,3 62.73289}
{0 0.840996,1 33.641,2 0.209544,3 50.70817}
{0 3.123402,1 15.469,2 -0.310836,3 176.3772}
{0 2.871597,1 20.447,2 -0.216515,3 50.6862}
{0 1.938499,1 26.4577,2 0.48872,3 153.8137}
{0 0.092506,1 27.0667,2 0.262999,3 24.14282}
{0 0.059998,1 55.304,2 -0.132649,3 25.20028}
{0 0.059998,1 55.304,2 -0.132649,3 25.20028}
{0 0.289604,1 35.333,2 0.208795,3 35.01671}
{0 4.615097,1 14.21169,2 0.319182,3 133.7771}
{0 0.039993,1 43.078,2 0.341578,3 26.02151}
{0 0.2425,1 41.9465,2 0.451464,3 33.9263}
{0 0.581001,1 16.4579,2 0.275557,3 112.26}
{0 18.1291,1 44.5109,2 -0.23915,3 74.95811}
{0 4.764008,1 50.899,2 0.225649,3 52.34516}
{0 1.688801,1 47.0851,2 0.396058,3 112.0952}
{0 1.256996,1 38.771,2 -0.239514,3 107.7171}
{0 0.954994,1 9.243996,2 0.066843,3 117.3385}
{0 0.954994,1 9.243996,2 0.066843,3 117.3385}
{0 8.460999,1 38.283,2 0.347365,3 137.1417}
{0 8.460999,1 38.283,2 0.347365,3 137.1417}
{0 0.103401,1 34.5456,2 -0.141207,3 24.98329}
{0 1.314011,1 34.56401,2 0.204982,3 56.34699}
{0 0.670403,1 22.4383,2 -0.140896,3 43.71801}
{0 0.700996,1 86.08399,2 0.062999,3 46.96727}
{0 0.076099,1 25.0435,2 0.343541,3 24.46143}
{0 22.83,1 95.049,2 -0.106669,3 46.41795}
{0 5.171997,1 30.30099,2 -0.504044,3 150.4518}
{0 1.722,1 55.28,2 -0.120415,3 39.99908}
{0 1.722,1 55.28,2 -0.120415,3 39.99908}
{0 1.722,1 55.28,2 -0.120415,3 39.99908}
{0 1.780098,1 15.6149,2 0.19238,3 117.1435}
{0 1.817001,1 27.57201,2 0.190325,3 64.1886}
{0 1.005104,1 30.5045,2 0.33617,3 141.5583}
{0 0.206001,1 22.796,2 0.638863,3 5.649806}
{0 2.2365,1 15.643,2 -0.23055,3 88.12268}
{0 0.093498,1 31.014,2 -0.235751,3 33.2369}
{0 2.031399,1 21.0962,2 0.477907,3 175.9707}
{0 1.004601,1 15.4345,2 -0.268286,3 54.69078}
{0 2.139999,1 45.08401,2 -0.079342,3 67.21263}
{0 1.727997,1 20.814,2 -0.288027,3 130.613}
{0 13.711,1 7.515991,2 0.327393,3 133.5985}
{0 0.826996,1 35.78201,2 -0.142929,3 53.4493}
{0 0.826996,1 35.78201,2 -0.142929,3 53.4493}
{0 2.237,1 49.511,2 0.44894,3 145.3403}
{0 0.876999,1 19.0224,2 0.227297,3 86.75487}
{0 2.324097,1 50.0365,2 -0.121713,3 70.0032}
{0 0.093193,1 15.01749,2 0.318004,3 105.0227}
{0 4.875992,1 16.66899,2 -0.19194,3 115.7812}
{0 7.279999,1 42.95,2 0.2439,3 135.4003}
